Run,Average Numerology,Error Level,Major Element,Positivity Score,Correct Guess,Adjusted Guess
3987,7.2,1.44,Earth,1.0,0.4,0.76
3988,8.0,1.6,Earth,-0.6,0.2,0.2666666666666666
3989,6.0,1.2,Fire,0.6,0.4,0.7733333333333333
3990,6.4,1.28,Earth,1.0,0.4,0.7466666666666666
3991,6.2,1.24,Fire,0.4,0.4,0.7466666666666667
3992,7.2,1.44,Earth,1.0,0.4,0.76
3993,11.2,2.2399999999999998,Fire,-1.0,0.2,0.24000000000000005
3994,4.2,0.8400000000000001,Water,1.0,0.4,0.7333333333333333
3995,7.4,1.48,Water,1.0,0.4,0.76
3996,10.4,2.08,Air,0.6,0.0,-0.22666666666666666
3997,6.6,1.3199999999999998,Water,-0.8,0.2,0.2666666666666667
3998,8.0,1.6,Earth,1.0,0.2,0.24000000000000005
3999,7.8,1.56,Air,0.2,0.4,0.7333333333333334
4000,11.8,2.3600000000000003,Air,0.8,0.2,0.29333333333333333
4001,11.2,2.2399999999999998,Air,1.0,0.4,0.7999999999999999
4002,3.8,0.76,Water,0.8,0.4,0.7733333333333333
4003,10.4,2.08,Water,0.2,0.0,-0.27999999999999997
4004,7.6,1.52,Air,0.4,0.2,0.2533333333333334
4005,5.2,1.04,Fire,1.0,0.6,1.2799999999999998
4006,10.4,2.08,Fire,0.4,0.2,0.28
4007,11.0,2.2,Fire,-0.8,0.2,0.22666666666666674
4008,9.4,1.8800000000000001,Air,0.6,0.2,0.27999999999999997
4009,4.2,0.8400000000000001,Air,-0.6,0.4,0.7866666666666666
4010,3.4,0.6799999999999999,Air,0.4,0.2,0.20000000000000004
4011,11.6,2.32,Water,1.0,0.0,-0.29333333333333333
4012,8.4,1.6800000000000002,Fire,0.2,0.4,0.7466666666666667
4013,6.2,1.24,Air,0.6,0.2,0.21333333333333337
4014,8.8,1.7600000000000002,Fire,-1.0,0.0,-0.27999999999999997
4015,4.8,0.96,Fire,1.0,0.2,0.24000000000000007
4016,7.2,1.44,Fire,0.6,0.2,0.21333333333333337
4017,6.2,1.24,Earth,1.0,0.2,0.2666666666666667
4018,11.0,2.2,Earth,0.6,0.2,0.2533333333333333
4019,9.2,1.8399999999999999,Fire,0.6,0.0,-0.2
4020,7.6,1.52,Fire,-0.6,0.4,0.7333333333333334
4021,8.0,1.6,Water,0.8,0.2,0.21333333333333332
4022,11.2,2.2399999999999998,Air,-1.0,0.0,-0.26666666666666666
4023,8.0,1.6,Air,-0.2,0.0,-0.27999999999999997
4024,5.6,1.1199999999999999,Water,0.6,0.2,0.2533333333333334
4025,9.2,1.8399999999999999,Air,0.6,0.4,0.7733333333333332
4026,7.8,1.56,Air,0.2,0.0,-0.21333333333333332
4027,11.0,2.2,Water,0.4,0.4,0.7066666666666667
4028,7.4,1.48,Air,0.4,0.2,0.24000000000000005
4029,11.6,2.32,Fire,1.0,0.0,-0.2533333333333333
4030,8.0,1.6,Fire,-0.8,0.4,0.7200000000000001
4031,8.6,1.72,Fire,1.0,0.4,0.76
4032,8.0,1.6,Earth,0.6,0.2,0.22666666666666666
4033,4.0,0.8,Fire,0.8,0.0,-0.2533333333333333
4034,9.0,1.8,Fire,0.6,0.4,0.76
4035,7.4,1.48,Earth,0.2,0.0,-0.24
4036,9.8,1.9600000000000002,Fire,1.0,0.2,0.2799999999999999
4037,8.2,1.64,Fire,1.0,0.4,0.7333333333333333
4038,7.6,1.52,Earth,-0.2,0.2,0.25333333333333335
4039,9.4,1.8800000000000001,Earth,1.0,0.2,0.2666666666666667
4040,7.0,1.4,Fire,0.6,0.2,0.23999999999999994
4041,8.0,1.6,Air,-1.0,0.2,0.2666666666666667
4042,7.8,1.56,Fire,0.6,0.2,0.24
4043,8.6,1.72,Earth,0.8,0.2,0.2933333333333333
4044,8.6,1.72,Earth,-0.8,0.4,0.7333333333333334
4045,8.4,1.6800000000000002,Earth,1.0,0.0,-0.21333333333333332
4046,6.0,1.2,Fire,1.0,0.0,-0.22666666666666666
4047,11.0,2.2,Air,1.0,0.4,0.76
4048,10.8,2.16,Air,-0.2,0.2,0.25333333333333335
4049,4.6,0.9199999999999999,Earth,1.0,0.2,0.22666666666666666
4050,5.8,1.16,Fire,0.6,0.4,0.76
4051,12.8,2.56,Earth,1.0,0.4,0.7466666666666666
4052,9.0,1.8,Air,0.2,0.2,0.26666666666666666
4053,11.2,2.2399999999999998,Air,1.0,0.2,0.2933333333333333
4054,9.2,1.8399999999999999,Water,0.0,0.4,0.7866666666666665
4055,9.4,1.8800000000000001,Earth,1.0,0.6,1.2799999999999998
4056,10.0,2.0,Earth,1.0,0.4,0.6933333333333335
4057,10.6,2.12,Earth,0.6,0.4,0.76
4058,7.8,1.56,Earth,-0.6,0.2,0.26666666666666666
4059,9.4,1.8800000000000001,Air,0.2,0.6,1.2266666666666668
4060,11.4,2.2800000000000002,Fire,1.0,0.4,0.76
4061,6.0,1.2,Earth,1.0,0.4,0.7733333333333332
4062,4.8,0.96,Earth,0.6,0.2,0.20000000000000004
4063,7.0,1.4,Air,0.2,0.0,-0.26666666666666666
4064,9.4,1.8800000000000001,Air,-1.0,0.4,0.76
4065,10.6,2.12,Earth,0.2,0.6,1.2666666666666666
4066,6.0,1.2,Fire,-0.2,0.8,1.7200000000000002
4067,9.8,1.9600000000000002,Fire,0.6,0.4,0.7466666666666667
4068,9.0,1.8,Fire,0.4,0.2,0.24000000000000005
4069,11.4,2.2800000000000002,Fire,1.0,0.4,0.7733333333333332
4070,8.4,1.6800000000000002,Fire,0.6,0.2,0.27999999999999997
4071,6.4,1.28,Air,0.2,0.2,0.24000000000000007
4072,9.8,1.9600000000000002,Water,0.8,0.4,0.7466666666666667
4073,7.0,1.4,Fire,0.6,0.6,1.2533333333333332
4074,4.6,0.9199999999999999,Air,0.6,0.2,0.22666666666666666
4075,7.2,1.44,Earth,1.0,0.4,0.7466666666666666
4076,6.6,1.3199999999999998,Fire,0.2,0.4,0.7200000000000001
4077,6.2,1.24,Earth,0.8,0.2,0.21333333333333337
4078,8.0,1.6,Fire,0.6,0.2,0.24000000000000005
4079,7.6,1.52,Water,0.8,0.6,1.2399999999999998
4080,6.8,1.3599999999999999,Earth,0.6,0.2,0.25333333333333335
4081,7.0,1.4,Earth,0.8,0.4,0.72
4082,7.8,1.56,Air,1.0,0.0,-0.26666666666666666
4083,7.6,1.52,Water,1.0,0.2,0.27999999999999997
4084,8.2,1.64,Air,1.0,0.0,-0.22666666666666666
4085,12.0,2.4,Fire,1.0,0.0,-0.26666666666666666
4086,8.8,1.7600000000000002,Fire,0.4,0.4,0.7200000000000001
4087,5.8,1.16,Water,0.8,0.4,0.7466666666666667
4088,6.0,1.2,Air,-0.6,0.4,0.76
4089,9.6,1.92,Fire,0.6,0.2,0.25333333333333335
4090,7.6,1.52,Earth,-0.4,0.2,0.25333333333333335
4091,9.6,1.92,Water,0.6,0.2,0.24000000000000005
4092,7.6,1.52,Earth,-0.2,0.6,1.2133333333333334
4093,6.0,1.2,Fire,1.0,0.4,0.7333333333333334
4094,5.4,1.08,Fire,-0.4,0.4,0.76
4095,7.4,1.48,Air,1.0,0.4,0.7999999999999999
4096,6.4,1.28,Earth,0.6,0.2,0.25333333333333335
4097,9.4,1.8800000000000001,Water,0.0,0.2,0.2533333333333333
4098,8.0,1.6,Earth,0.6,0.2,0.25333333333333335
4099,7.6,1.52,Fire,0.4,0.0,-0.26666666666666666
4100,5.0,1.0,Water,0.2,0.2,0.20000000000000004
4101,6.2,1.24,Earth,0.4,0.0,-0.24
4102,6.0,1.2,Water,0.8,0.2,0.2666666666666667
4103,11.2,2.2399999999999998,Fire,0.6,0.0,-0.26666666666666666
4104,5.2,1.04,Air,-1.0,0.0,-0.26666666666666666
4105,9.0,1.8,Air,0.4,0.0,-0.22666666666666666
4106,10.2,2.04,Water,0.6,0.8,1.773333333333333
4107,4.6,0.9199999999999999,Fire,1.0,0.4,0.76
4108,7.8,1.56,Earth,0.6,0.8,1.7466666666666668
4109,10.4,2.08,Fire,1.0,0.0,-0.26666666666666666
4110,6.8,1.3599999999999999,Water,0.2,0.4,0.7733333333333332
4111,6.0,1.2,Water,0.8,0.0,-0.24
4112,9.8,1.9600000000000002,Fire,0.6,0.0,-0.26666666666666666
4113,9.0,1.8,Earth,1.0,0.2,0.24000000000000005
4114,10.4,2.08,Fire,0.6,0.2,0.24000000000000005
4115,8.0,1.6,Air,0.6,0.4,0.6933333333333334
4116,9.2,1.8399999999999999,Earth,0.6,0.4,0.7733333333333332
4117,7.2,1.44,Fire,-0.2,0.0,-0.26666666666666666
4118,10.2,2.04,Water,1.0,0.2,0.2533333333333334
4119,5.0,1.0,Air,0.8,0.0,-0.22666666666666666
4120,7.0,1.4,Earth,0.4,0.4,0.76
4121,9.4,1.8800000000000001,Water,0.6,0.6,1.2399999999999998
4122,9.4,1.8800000000000001,Fire,0.6,0.0,-0.2533333333333333
4123,9.6,1.92,Earth,1.0,0.4,0.7333333333333334
4124,9.0,1.8,Fire,0.8,0.4,0.7466666666666667
4125,6.2,1.24,Fire,0.0,0.2,0.21333333333333337
4126,9.0,1.8,Earth,1.0,0.2,0.2533333333333333
4127,6.6,1.3199999999999998,Earth,-0.6,0.4,0.72
4128,5.0,1.0,Earth,0.0,0.2,0.22666666666666666
4129,10.8,2.16,Earth,1.0,0.0,-0.27999999999999997
4130,10.2,2.04,Fire,0.4,0.0,-0.24
4131,5.6,1.1199999999999999,Air,0.6,0.0,-0.30666666666666664
4132,13.0,2.6,Earth,1.0,0.0,-0.26666666666666666
4133,11.4,2.2800000000000002,Water,0.8,0.0,-0.26666666666666666
4134,5.0,1.0,Air,0.4,0.0,-0.24
4135,4.0,0.8,Fire,1.0,0.6,1.2133333333333334
4136,10.4,2.08,Air,0.2,0.2,0.2799999999999999
4137,11.6,2.32,Fire,-0.4,0.2,0.26666666666666666
4138,7.6,1.52,Water,1.0,0.4,0.7466666666666667
4139,6.8,1.3599999999999999,Fire,0.6,0.2,0.2533333333333333
4140,8.0,1.6,Water,-0.4,0.0,-0.21333333333333332
4141,11.6,2.32,Earth,0.6,0.0,-0.22666666666666666
4142,7.4,1.48,Air,0.4,0.4,0.6933333333333334
4143,5.8,1.16,Water,0.0,0.2,0.2666666666666667
4144,9.2,1.8399999999999999,Fire,-0.4,0.4,0.7333333333333333
4145,3.2,0.64,Fire,1.0,0.2,0.22666666666666663
4146,5.2,1.04,Fire,-1.0,0.2,0.27999999999999997
4147,5.6,1.1199999999999999,Air,0.6,0.4,0.76
4148,8.8,1.7600000000000002,Fire,1.0,0.2,0.22666666666666674
4149,3.8,0.76,Air,0.6,0.2,0.2666666666666666
4150,4.6,0.9199999999999999,Air,0.4,0.0,-0.2533333333333333
4151,9.6,1.92,Fire,1.0,0.2,0.2533333333333333
4152,8.2,1.64,Earth,0.8,0.2,0.24000000000000005
4153,7.4,1.48,Earth,0.8,0.4,0.8133333333333332
4154,6.2,1.24,Fire,0.6,0.2,0.22666666666666666
4155,8.4,1.6800000000000002,Water,0.6,0.2,0.2533333333333333
4156,7.4,1.48,Air,0.6,0.0,-0.24
4157,3.8,0.76,Water,0.6,0.2,0.24000000000000005
4158,11.6,2.32,Earth,1.0,0.2,0.22666666666666666
4159,10.6,2.12,Fire,1.0,0.2,0.21333333333333337
4160,3.2,0.64,Earth,1.0,0.0,-0.2533333333333333
4161,6.8,1.3599999999999999,Water,0.2,0.0,-0.31999999999999995
4162,9.4,1.8800000000000001,Water,-0.8,0.0,-0.2533333333333333
4163,8.6,1.72,Water,0.8,0.4,0.7200000000000001
4164,2.8,0.5599999999999999,Earth,1.0,0.0,-0.26666666666666666
4165,9.0,1.8,Fire,0.6,0.4,0.7333333333333334
4166,7.8,1.56,Fire,0.2,0.2,0.24
4167,10.8,2.16,Earth,0.6,0.2,0.24000000000000005
4168,11.0,2.2,Air,0.6,0.4,0.7466666666666667
4169,6.8,1.3599999999999999,Water,-0.6,0.2,0.2533333333333333
4170,9.8,1.9600000000000002,Fire,-0.2,0.8,1.7600000000000002
4171,9.2,1.8399999999999999,Water,1.0,0.2,0.2533333333333334
4172,13.0,2.6,Water,1.0,0.0,-0.26666666666666666
4173,5.8,1.16,Fire,1.0,0.2,0.24
4174,9.4,1.8800000000000001,Fire,0.6,0.2,0.2533333333333333
4175,3.6,0.72,Earth,0.6,0.2,0.24000000000000007
4176,5.8,1.16,Air,0.6,0.0,-0.24
4177,12.0,2.4,Earth,0.6,0.0,-0.24
4178,11.0,2.2,Water,0.6,0.0,-0.26666666666666666
4179,9.8,1.9600000000000002,Air,0.8,0.2,0.30666666666666664
4180,9.0,1.8,Fire,0.6,0.2,0.2799999999999999
4181,6.8,1.3599999999999999,Earth,-0.6,0.2,0.24000000000000005
4182,6.4,1.28,Earth,1.0,0.2,0.21333333333333337
4183,9.8,1.9600000000000002,Water,1.0,0.0,-0.24
4184,8.4,1.6800000000000002,Fire,0.6,0.2,0.2666666666666667
4185,3.0,0.6,Water,-0.6,0.0,-0.27999999999999997
4186,8.8,1.7600000000000002,Air,1.0,0.0,-0.26666666666666666
4187,11.4,2.2800000000000002,Fire,1.0,0.4,0.76
4188,10.6,2.12,Fire,-0.4,0.2,0.24
4189,9.8,1.9600000000000002,Fire,0.4,0.2,0.2266666666666667
4190,6.4,1.28,Water,0.4,0.0,-0.2533333333333333
4191,12.6,2.52,Fire,0.6,0.0,-0.24
4192,12.4,2.48,Fire,0.8,0.0,-0.29333333333333333
4193,9.8,1.9600000000000002,Water,1.0,0.2,0.2666666666666666
4194,6.8,1.3599999999999999,Fire,1.0,0.2,0.21333333333333343
4195,8.6,1.72,Earth,1.0,0.4,0.7066666666666668
4196,7.6,1.52,Water,-1.0,0.2,0.22666666666666674
4197,4.6,0.9199999999999999,Earth,0.2,0.2,0.2666666666666666
4198,10.6,2.12,Air,1.0,0.2,0.23999999999999994
4199,9.8,1.9600000000000002,Fire,1.0,0.4,0.7733333333333332
4200,6.6,1.3199999999999998,Air,0.6,0.4,0.7733333333333333
4201,6.4,1.28,Water,0.6,0.4,0.7733333333333332
4202,8.4,1.6800000000000002,Air,0.2,0.4,0.7066666666666667
4203,8.4,1.6800000000000002,Earth,0.6,0.2,0.24
4204,9.0,1.8,Air,0.6,0.0,-0.29333333333333333
4205,8.2,1.64,Fire,0.8,0.2,0.22666666666666666
4206,6.0,1.2,Air,0.6,0.2,0.2666666666666666
4207,8.6,1.72,Earth,1.0,0.2,0.1733333333333334
4208,7.0,1.4,Fire,0.6,0.2,0.23999999999999994
4209,2.8,0.5599999999999999,Fire,1.0,0.4,0.7733333333333332
4210,10.4,2.08,Air,0.2,0.4,0.7866666666666665
4211,10.6,2.12,Earth,-0.6,0.0,-0.2533333333333333
4212,9.0,1.8,Air,-1.0,0.2,0.2533333333333333
4213,8.0,1.6,Water,0.6,0.2,0.24000000000000005
4214,5.8,1.16,Air,0.4,0.0,-0.24
4215,6.2,1.24,Earth,0.6,0.0,-0.30666666666666664
4216,6.6,1.3199999999999998,Fire,1.0,0.4,0.7733333333333332
4217,10.4,2.08,Fire,1.0,0.4,0.7866666666666665
4218,5.0,1.0,Earth,0.6,0.0,-0.29333333333333333
4219,6.8,1.3599999999999999,Air,-0.2,0.0,-0.27999999999999997
4220,5.4,1.08,Water,-0.2,0.4,0.76
4221,8.0,1.6,Fire,-0.4,0.4,0.76
4222,9.6,1.92,Earth,0.6,0.0,-0.2
4223,12.6,2.52,Water,0.6,0.6,1.2533333333333334
4224,7.0,1.4,Earth,0.6,0.4,0.72
4225,10.0,2.0,Air,0.8,0.4,0.72
4226,6.6,1.3199999999999998,Fire,0.6,0.2,0.21333333333333337
4227,4.6,0.9199999999999999,Water,0.8,0.4,0.76
4228,8.6,1.72,Fire,-1.0,0.0,-0.24
4229,6.4,1.28,Earth,1.0,0.6,1.2133333333333334
4230,10.8,2.16,Air,-0.2,0.4,0.7333333333333333
4231,6.6,1.3199999999999998,Air,0.2,0.0,-0.27999999999999997
4232,11.2,2.2399999999999998,Water,0.4,0.4,0.7333333333333334
4233,10.8,2.16,Fire,0.6,0.2,0.24000000000000007
4234,7.4,1.48,Air,0.8,0.2,0.2266666666666667
4235,9.6,1.92,Water,0.6,0.2,0.27999999999999997
4236,13.6,2.7199999999999998,Earth,0.8,0.2,0.26666666666666666
4237,8.2,1.64,Fire,1.0,0.0,-0.22666666666666666
4238,7.6,1.52,Air,1.0,0.0,-0.2533333333333333
4239,11.2,2.2399999999999998,Water,-0.6,0.2,0.27999999999999997
4240,7.4,1.48,Water,1.0,0.2,0.2533333333333333
4241,9.2,1.8399999999999999,Earth,1.0,0.0,-0.30666666666666664
4242,11.8,2.3600000000000003,Fire,0.2,0.0,-0.27999999999999997
4243,11.8,2.3600000000000003,Earth,0.6,0.4,0.7466666666666667
4244,5.8,1.16,Earth,0.6,0.2,0.2266666666666667
4245,9.6,1.92,Air,0.6,0.2,0.27999999999999997
4246,11.4,2.2800000000000002,Air,0.6,0.4,0.7066666666666668
4247,12.4,2.48,Air,1.0,0.0,-0.2533333333333333
4248,7.0,1.4,Fire,1.0,0.2,0.25333333333333335
4249,7.0,1.4,Fire,0.8,0.0,-0.2533333333333333
4250,7.6,1.52,Earth,0.6,0.2,0.22666666666666674
4251,9.4,1.8800000000000001,Fire,0.8,0.0,-0.21333333333333332
4252,8.6,1.72,Earth,0.6,0.2,0.24000000000000007
4253,10.0,2.0,Fire,0.6,0.2,0.24000000000000007
4254,6.6,1.3199999999999998,Water,0.6,0.4,0.7866666666666666
4255,7.0,1.4,Air,0.6,0.2,0.2000000000000001
4256,5.4,1.08,Water,1.0,0.2,0.25333333333333335
4257,8.8,1.7600000000000002,Fire,-0.2,0.0,-0.26666666666666666
4258,8.2,1.64,Earth,0.8,0.4,0.76
4259,5.4,1.08,Fire,0.2,0.4,0.7066666666666668
4260,7.2,1.44,Air,1.0,0.2,0.26666666666666666
4261,7.4,1.48,Earth,1.0,0.4,0.76
4262,5.8,1.16,Air,0.0,0.2,0.22666666666666666
4263,6.2,1.24,Water,1.0,0.2,0.20000000000000004
4264,3.6,0.72,Earth,0.8,0.2,0.18666666666666676
4265,11.2,2.2399999999999998,Fire,-0.8,0.0,-0.22666666666666666
4266,10.4,2.08,Fire,0.8,0.0,-0.29333333333333333
4267,9.2,1.8399999999999999,Fire,0.6,0.0,-0.2
4268,9.0,1.8,Fire,0.2,0.2,0.2666666666666667
4269,5.0,1.0,Earth,0.6,0.2,0.2133333333333333
4270,8.6,1.72,Air,0.2,0.2,0.2533333333333334
4271,6.2,1.24,Earth,1.0,0.0,-0.2
4272,6.0,1.2,Water,0.0,0.4,0.72
4273,13.2,2.6399999999999997,Fire,0.6,0.2,0.25333333333333335
4274,7.6,1.52,Fire,1.0,0.4,0.7333333333333334
4275,9.8,1.9600000000000002,Earth,1.0,0.4,0.7866666666666666
4276,7.2,1.44,Fire,0.8,0.2,0.24000000000000007
4277,6.0,1.2,Water,1.0,0.0,-0.24
4278,8.0,1.6,Earth,0.8,0.4,0.7466666666666667
4279,8.6,1.72,Fire,0.8,0.2,0.2266666666666667
4280,6.8,1.3599999999999999,Fire,0.8,0.0,-0.30666666666666664
4281,10.2,2.04,Air,0.2,0.6,1.2133333333333334
4282,7.0,1.4,Water,-0.6,0.2,0.24000000000000005
4283,11.2,2.2399999999999998,Earth,0.6,0.0,-0.29333333333333333
4284,8.2,1.64,Water,0.4,0.4,0.7866666666666667
4285,5.8,1.16,Fire,0.4,0.2,0.26666666666666666
4286,11.2,2.2399999999999998,Fire,1.0,0.2,0.28
4287,7.2,1.44,Water,0.6,0.2,0.26666666666666666
4288,7.6,1.52,Water,0.6,0.0,-0.2533333333333333
4289,7.2,1.44,Fire,0.6,0.2,0.21333333333333337
4290,8.4,1.6800000000000002,Air,-0.6,0.6,1.2133333333333334
4291,8.4,1.6800000000000002,Fire,-0.8,0.2,0.25333333333333335
4292,8.2,1.64,Earth,0.6,0.0,-0.2533333333333333
4293,10.8,2.16,Water,1.0,0.4,0.72
4294,9.6,1.92,Fire,0.6,0.2,0.2666666666666667
4295,11.6,2.32,Air,1.0,0.0,-0.26666666666666666
4296,6.4,1.28,Earth,0.4,0.4,0.7600000000000001
4297,9.8,1.9600000000000002,Air,1.0,0.2,0.29333333333333333
4298,6.4,1.28,Earth,1.0,0.4,0.76
4299,9.4,1.8800000000000001,Air,0.6,0.0,-0.27999999999999997
4300,9.6,1.92,Water,1.0,0.6,1.24
4301,8.2,1.64,Fire,0.2,0.0,-0.29333333333333333
4302,7.4,1.48,Air,1.0,0.4,0.7066666666666667
4303,8.8,1.7600000000000002,Earth,-1.0,0.2,0.24
4304,7.8,1.56,Fire,-0.8,0.6,1.2266666666666668
4305,5.4,1.08,Earth,0.6,0.2,0.2266666666666667
4306,8.6,1.72,Fire,1.0,0.0,-0.2533333333333333
4307,8.6,1.72,Water,0.8,0.0,-0.2533333333333333
4308,10.4,2.08,Fire,0.6,0.0,-0.22666666666666666
4309,5.6,1.1199999999999999,Air,0.6,0.6,1.2266666666666668
4310,8.6,1.72,Fire,0.6,0.2,0.2266666666666667
4311,10.8,2.16,Fire,0.6,0.2,0.22666666666666674
4312,6.4,1.28,Air,0.6,0.2,0.3066666666666666
4313,7.4,1.48,Fire,0.4,0.2,0.21333333333333337
4314,12.2,2.44,Air,0.4,0.8,1.7333333333333336
4315,6.6,1.3199999999999998,Water,0.2,0.6,1.2799999999999998
4316,10.8,2.16,Fire,0.4,0.4,0.7466666666666667
4317,8.2,1.64,Water,0.6,0.2,0.24
4318,9.4,1.8800000000000001,Water,1.0,0.4,0.7333333333333334
4319,10.2,2.04,Earth,1.0,0.2,0.24000000000000005
4320,10.2,2.04,Earth,0.6,0.6,1.2933333333333332
4321,9.2,1.8399999999999999,Earth,1.0,0.0,-0.2533333333333333
4322,6.8,1.3599999999999999,Water,0.2,0.4,0.7733333333333332
4323,5.4,1.08,Air,0.6,0.4,0.7466666666666667
4324,8.2,1.64,Air,-0.2,0.2,0.21333333333333343
4325,5.0,1.0,Fire,0.6,0.4,0.7200000000000001
4326,7.0,1.4,Water,0.6,0.2,0.29333333333333333
4327,6.2,1.24,Fire,1.0,0.2,0.22666666666666674
4328,9.4,1.8800000000000001,Fire,1.0,0.2,0.21333333333333337
4329,8.2,1.64,Fire,0.2,0.0,-0.29333333333333333
4330,10.8,2.16,Fire,1.0,0.4,0.76
4331,9.4,1.8800000000000001,Earth,1.0,0.0,-0.21333333333333332
4332,7.8,1.56,Fire,0.6,0.4,0.7466666666666666
4333,13.8,2.7600000000000002,Fire,1.0,0.0,-0.2533333333333333
4334,6.6,1.3199999999999998,Air,-0.6,0.0,-0.24
4335,9.4,1.8800000000000001,Air,0.6,0.2,0.24
4336,11.0,2.2,Fire,-0.6,0.2,0.2
4337,6.2,1.24,Earth,-0.2,0.6,1.24
4338,7.4,1.48,Air,0.2,0.2,0.21333333333333343
4339,6.0,1.2,Air,0.2,0.0,-0.27999999999999997
4340,6.8,1.3599999999999999,Air,0.6,0.2,0.21333333333333337
4341,9.8,1.9600000000000002,Earth,0.6,0.4,0.7733333333333332
4342,11.6,2.32,Water,1.0,0.4,0.7466666666666667
4343,7.4,1.48,Water,0.6,0.2,0.28
4344,4.6,0.9199999999999999,Air,-0.2,0.2,0.2666666666666667
4345,10.4,2.08,Water,0.6,0.0,-0.27999999999999997
4346,4.4,0.8800000000000001,Air,0.6,0.0,-0.2533333333333333
4347,8.0,1.6,Fire,0.6,0.0,-0.29333333333333333
4348,11.6,2.32,Fire,-1.0,0.2,0.2666666666666666
4349,11.4,2.2800000000000002,Fire,0.6,0.0,-0.24
4350,8.4,1.6800000000000002,Fire,1.0,0.0,-0.24
4351,6.6,1.3199999999999998,Water,0.6,0.4,0.7733333333333332
4352,10.8,2.16,Fire,1.0,0.2,0.21333333333333337
4353,9.0,1.8,Earth,1.0,0.6,1.2533333333333332
4354,13.0,2.6,Fire,1.0,0.0,-0.30666666666666664
4355,5.8,1.16,Earth,0.6,0.2,0.2533333333333334
4356,14.4,2.88,Earth,1.0,0.2,0.25333333333333335
4357,9.0,1.8,Earth,1.0,0.2,0.2533333333333333
4358,9.8,1.9600000000000002,Fire,1.0,0.2,0.2799999999999999
4359,6.4,1.28,Earth,-0.8,0.4,0.7333333333333334
4360,8.4,1.6800000000000002,Fire,0.8,0.4,0.7333333333333333
4361,11.4,2.2800000000000002,Fire,0.2,0.0,-0.27999999999999997
4362,13.4,2.68,Air,1.0,0.2,0.23999999999999994
4363,7.8,1.56,Fire,-0.2,0.2,0.24000000000000005
4364,2.6,0.52,Fire,0.4,0.2,0.24
4365,5.8,1.16,Fire,0.8,0.0,-0.24
4366,8.0,1.6,Water,-1.0,0.0,-0.2533333333333333
4367,6.2,1.24,Water,0.6,0.0,-0.21333333333333332
4368,8.6,1.72,Water,-1.0,0.0,-0.26666666666666666
4369,6.0,1.2,Water,0.4,0.0,-0.2533333333333333
4370,8.0,1.6,Air,0.6,0.6,1.2666666666666666
4371,10.0,2.0,Air,1.0,0.2,0.2533333333333333
4372,5.4,1.08,Earth,1.0,0.4,0.76
4373,6.2,1.24,Water,1.0,0.0,-0.26666666666666666
4374,10.2,2.04,Earth,-1.0,0.4,0.72
4375,11.2,2.2399999999999998,Water,0.6,0.4,0.76
4376,5.8,1.16,Earth,1.0,0.2,0.2799999999999999
4377,8.8,1.7600000000000002,Earth,-0.2,0.0,-0.22666666666666666
4378,8.4,1.6800000000000002,Fire,0.6,0.2,0.2666666666666667
4379,9.0,1.8,Earth,-0.8,0.4,0.7466666666666667
4380,8.0,1.6,Earth,-0.4,0.0,-0.24
4381,5.6,1.1199999999999999,Water,0.6,0.2,0.21333333333333343
4382,5.8,1.16,Air,0.6,0.4,0.6933333333333334
4383,8.8,1.7600000000000002,Air,-0.6,0.2,0.29333333333333333
4384,12.2,2.44,Air,0.8,0.2,0.21333333333333337
4385,10.6,2.12,Air,0.6,0.4,0.76
4386,6.6,1.3199999999999998,Air,1.0,0.0,-0.2533333333333333
4387,8.2,1.64,Fire,1.0,0.4,0.7466666666666667
4388,9.0,1.8,Earth,0.6,0.0,-0.27999999999999997
4389,14.0,2.8,Fire,0.8,0.4,0.7333333333333332
4390,10.8,2.16,Water,0.8,0.6,1.2933333333333332
4391,5.6,1.1199999999999999,Water,0.6,0.2,0.2666666666666666
4392,4.6,0.9199999999999999,Air,-0.6,0.0,-0.2533333333333333
4393,11.2,2.2399999999999998,Water,1.0,0.0,-0.27999999999999997
4394,8.8,1.7600000000000002,Fire,0.8,0.4,0.76
4395,7.6,1.52,Earth,1.0,0.2,0.2266666666666667
4396,4.8,0.96,Earth,0.8,0.4,0.7466666666666667
4397,6.2,1.24,Fire,0.6,0.0,-0.22666666666666666
4398,10.0,2.0,Fire,1.0,0.2,0.26666666666666666
4399,7.4,1.48,Fire,1.0,0.2,0.2533333333333333
4400,8.8,1.7600000000000002,Air,0.2,0.0,-0.27999999999999997
4401,6.2,1.24,Air,0.4,0.2,0.2266666666666667
4402,6.4,1.28,Earth,0.6,0.2,0.21333333333333337
4403,7.8,1.56,Earth,0.6,0.0,-0.29333333333333333
4404,9.0,1.8,Earth,0.6,0.4,0.7333333333333333
4405,9.0,1.8,Water,1.0,0.2,0.2533333333333334
4406,11.0,2.2,Air,0.6,0.0,-0.21333333333333332
4407,8.2,1.64,Earth,0.6,0.4,0.7200000000000001
4408,7.4,1.48,Fire,0.6,0.2,0.22666666666666663
4409,8.6,1.72,Earth,-0.2,0.4,0.7866666666666665
4410,9.2,1.8399999999999999,Water,0.6,0.0,-0.26666666666666666
4411,7.8,1.56,Air,1.0,0.2,0.23999999999999994
4412,9.0,1.8,Water,0.6,0.0,-0.22666666666666666
